year,statecode,description,unit,data,msn,serialid
1980,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254277
1981,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254278
1982,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254279
1983,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254280
1984,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254281
1985,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254282
1986,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254283
1987,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254284
1988,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254285
1989,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254286
1990,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254287
1991,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254288
1992,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254289
1993,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254290
1994,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254291
1995,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254292
1996,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254293
1997,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254294
1998,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254295
1999,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254296
2000,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254297
2001,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254298
2002,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254299
2003,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254300
2004,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254301
2005,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254302
2006,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254303
2007,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254304
2008,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254305
2009,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254306
2010,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254307
2011,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254308
2012,DC,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254309
1960,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254310
1961,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254311
1962,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254312
1963,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254313
1964,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254314
1965,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254315
1966,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254316
1967,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254317
1968,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254318
1969,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254319
1970,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254320
1971,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254321
1972,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254322
1973,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254323
1974,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254324
1975,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254325
1976,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254326
1977,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254327
1978,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254328
1979,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254329
1980,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254330
1981,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254331
1982,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254332
1983,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254333
1984,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254334
1985,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254335
1986,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254336
1987,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254337
1988,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254338
1989,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254339
1990,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254340
1991,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254341
1992,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254342
1993,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254343
1994,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254344
1995,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254345
1996,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254346
1997,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254347
1998,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254348
1999,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254349
2000,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254350
2001,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254351
2002,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254352
2003,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254353
2004,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254354
2005,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254355
2006,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254356
2007,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254357
2008,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254358
2009,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254359
2010,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254360
2011,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,80,SOEGB,1254361
2012,DE,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,215,SOEGB,1254362
1960,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254363
1961,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254364
1962,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254365
1963,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254366
1964,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254367
1965,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254368
1966,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254369
1967,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254370
1968,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254371
1969,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254372
1970,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254373
1971,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254374
1972,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254375
1973,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254376
1974,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254377
1975,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254378
1976,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254379
1977,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254380
1978,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254381
1979,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254382
1980,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254383
1981,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254384
1982,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254385
1983,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254386
1984,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254387
1985,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254388
1986,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254389
1987,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254390
1988,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254391
1989,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254392
1990,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254393
1991,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254394
1992,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254395
1993,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254396
1994,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254397
1995,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254398
1996,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254399
1997,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254400
1998,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254401
1999,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254402
2000,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254403
2001,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254404
2002,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254405
2003,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254406
2004,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254407
2005,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254408
2006,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254409
2007,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254410
2008,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254411
2009,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,92,SOEGB,1254412
2010,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,785,SOEGB,1254413
2011,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,1222,SOEGB,1254414
2012,FL,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,1836,SOEGB,1254415
1960,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254416
1961,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254417
1962,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254418
1963,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254419
1964,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254420
1965,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254421
1966,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254422
1967,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254423
1968,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254424
1969,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254425
1970,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254426
1971,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254427
1972,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254428
1973,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254429
1974,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254430
1975,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254431
1976,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254432
1977,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254433
1978,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254434
1979,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254435
1980,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254436
1981,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254437
1982,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254438
1983,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254439
1984,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254440
1985,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254441
1986,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254442
1987,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254443
1988,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254444
1989,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254445
1990,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254446
1991,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254447
1992,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254448
1993,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254449
1994,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254450
1995,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254451
1996,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254452
1997,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254453
1998,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254454
1999,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254455
2000,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254456
2001,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254457
2002,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254458
2003,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254459
2004,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254460
2005,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254461
2006,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254462
2007,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254463
2008,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254464
2009,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254465
2010,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254466
2011,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254467
2012,GA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,13,SOEGB,1254468
1960,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254469
1961,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254470
1962,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254471
1963,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254472
1964,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254473
1965,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254474
1966,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254475
1967,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254476
1968,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254477
1969,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254478
1970,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254479
1971,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254480
1972,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254481
1973,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254482
1974,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254483
1975,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254484
1976,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254485
1977,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254486
1978,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254487
1979,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254488
1980,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254489
1981,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254490
1982,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254491
1983,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254492
1984,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254493
1985,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254494
1986,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254495
1987,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254496
1988,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254497
1989,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254498
1990,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254499
1991,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254500
1992,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254501
1993,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254502
1994,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254503
1995,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254504
1996,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254505
1997,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254506
1998,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254507
1999,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254508
2000,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254509
2001,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254510
2002,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254511
2003,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254512
2004,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254513
2005,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254514
2006,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254515
2007,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254516
2008,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254517
2009,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,14,SOEGB,1254518
2010,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,17,SOEGB,1254519
2011,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,35,SOEGB,1254520
2012,HI,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,44,SOEGB,1254521
1960,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254522
1961,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254523
1962,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254524
1963,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254525
1964,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254526
1965,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254527
1966,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254528
1967,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254529
1968,IA,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,0,SOEGB,1254530
