year,statecode,description,unit,data,msn,serialid
1968,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258539
1969,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258540
1970,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258541
1971,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258542
1972,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258543
1973,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258544
1974,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258545
1975,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258546
1976,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258547
1977,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258548
1978,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258549
1979,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258550
1980,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258551
1981,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258552
1982,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258553
1983,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258554
1984,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258555
1985,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258556
1986,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258557
1987,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258558
1988,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258559
1989,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258560
1990,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258561
1991,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258562
1992,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258563
1993,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258564
1994,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258565
1995,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258566
1996,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258567
1997,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258568
1998,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258569
1999,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258570
2000,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258571
2001,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258572
2002,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258573
2003,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258574
2004,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258575
2005,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258576
2006,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258577
2007,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258578
2008,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258579
2009,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258580
2010,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,13,SOEGP,1258581
2011,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,15,SOEGP,1258582
2012,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,36,SOEGP,1258583
1960,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258584
1961,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258585
1962,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258586
1963,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258587
1964,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258589
1965,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258590
1966,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258591
1967,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258592
1968,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258593
1969,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258594
1970,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258595
1971,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258596
1972,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258597
1973,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258598
1974,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258599
1975,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258600
1976,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258601
1977,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258602
1978,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258603
1979,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258604
1980,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258605
1981,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258606
1982,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258607
1983,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258608
1984,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258609
1985,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258610
1986,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258611
1987,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258612
1988,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258613
1989,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258614
1990,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258615
1991,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258616
1992,OK,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258617
