well_permit_number,period_id,production_indicator,well_status,farm_name,well_number,gas_quantity,gas_production_days,condensate_quanitity,condensate_production_days,oil_quantity,oil_production_days,averaged,operator_name,ogo_number,well_county,well_municipality,well_latitude,well_longitude,unconventional,well_configuration_code,home_use,reporting_period,comment_reason,comment_text,serialid
063-30273,2012-0,Y,ACTIVE,PAUL MARCOLINE (FRMLY ROCH & PGH #2) 1,1,6619,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WASHINGTON,40.738102,-79.223805,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40977
063-30274,2012-0,Y,ACTIVE,WALTER J. LYDA EST. 2,2,1182,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BURRELL,40.446714,-79.253693,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40978
063-30276,2012-0,Y,ACTIVE,"KARL S. LIGHTCAP, FM A.S. WISSINGER 7",7,2692,320,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.770887,-79.026086,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40979
063-30280,2012-0,Y,ACTIVE,MARGARET L. GIBSON 2,2,1918,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BLACK LICK,40.528093,-79.241131,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40980
063-30281,2012-0,Y,ACTIVE,MARGARET L. GIBSON 3,3,3371,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BLACK LICK,40.530975,-79.241708,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40981
063-30282,2012-0,Y,ACTIVE,C.W. MCCONAUGHEY JR & HEIRS TS NEAL 2,2,4777,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.855225,-79.084513,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40982
063-30283,2012-0,Y,ACTIVE,C.W. MCCONAUGHEY JR & HEIRS TS NEAL 6,6,3529,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.864131,-79.085417,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40983
063-30284,2012-0,Y,ACTIVE,C.W. MCCONAUGHEY JR & HEIRS TS NEAL 3,3,5073,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.858546,-79.084586,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40984
063-30285,2012-0,Y,ACTIVE,C.W. MCCONAUGHEY JR & HEIRS TS NEAL 5,5,5240,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.86129,-79.085291,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40985
063-30290,2012-0,Y,ACTIVE,MARGARET L. GIBSON 4,4,2121,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BLACK LICK,40.524442,-79.239367,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40986
063-30291,2012-0,Y,ACTIVE,"DOUGLAS E. BIEDA, FM W. B. MCGINLEY 11",11,1764,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.506962,-79.333904,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40987
063-30292,2012-0,Y,ACTIVE,C.W. MCCONAUGHEY JR & HEIRS OF NEAL 7,7,3879,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.86293,-79.082397,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40988
063-30294,2012-0,Y,ACTIVE,JOSEPH DASKIVICH FM FORMAR EVERGREEN 3,3,4172,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.536492,-79.241171,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40989
063-30295,2012-0,Y,ACTIVE,JOSEPH DASKIVICH FM DORMAR EVERGREEN 4,4,2872,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BLACK LICK,40.53372,-79.24009,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40990
063-30296,2012-0,Y,ACTIVE,JOSEPH DASKIVICH FM DORMAR EVERGREEN 2,2,2803,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.536601,-79.244769,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40991
063-30297,2012-0,Y,ACTIVE,JOSEPH DASKIVICH FM DORMAR EVERGREEN 5,5,2048,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BLACK LICK,40.533691,-79.244048,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40992
063-30298,2012-0,Y,ACTIVE,KARL S. LIGHTCAP FM A.S. WISSINGER 8,8,4505,352,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.768211,-79.026898,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40993
063-30301,2012-0,Y,ACTIVE,JULIA WATSON HEIRS 5 (FORMERLY JULIA W. WATSON HEIRS ETAL 5),5,5039,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.482966,-79.415941,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40994
063-30302,2012-0,Y,ACTIVE,JULIA W. WATSON HEIRS ETAL 6,6,4313,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.484098,-79.420008,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40995
063-30303,2012-0,Y,ACTIVE,WETMORELAND MINING 7 (FORMERLY JULIA W. WATSON HEIRS ETAL 7),7,3605,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.480681,-79.417958,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40996
063-30306,2012-0,Y,ACTIVE,A.R. KESLAR 2,2,3183,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,RAYNE,40.751676,-79.054483,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40997
065-00429,2012-0,N,ACTIVE,GEO WEAVER 60 A 2,2,,,,,,,N,XTO ENERGY INC,OGO-38958,JEFFERSON,PERRY,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,40998
063-30308,2012-0,Y,ACTIVE,"THOMAS H. MIKESELL, JR. 2",2,1087,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BLACK LICK,40.529106,-79.249405,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,40999
063-30309,2012-0,Y,ACTIVE,"EDWARD S. FABIN, ET UX 2",2,1801,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.562737,-79.254131,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41000
063-30311,2012-0,Y,ACTIVE,HARRY BARONI ETAL FM ENRICO BARONI 2,2,3934,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.567184,-79.249956,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41001
063-30312,2012-0,Y,ACTIVE,C.W. MCCONAUGHEY JR & HEIRS TS NEAL 4,4,5256,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.860323,-79.081365,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41002
063-30313,2012-0,Y,ACTIVE,H. MCINTIRE & M. JOHNSTON 6,6,1081,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BLACK LICK,40.537841,-79.260246,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41003
063-30314,2012-0,Y,ACTIVE,H. MCINTIRE & M. JOHNSTON 4,4,3689,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.544401,-79.252187,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41004
063-30315,2012-0,Y,ACTIVE,HARRY BARONI ETAL FM ENRICO BARONI 3,3,2884,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.562976,-79.249498,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41005
063-30319,2012-0,Y,ACTIVE,STEPHEN J. PRIBESH FM STELLA PRIBESH 3,3,4314,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.547256,-79.25082,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41006
063-30321,2012-0,Y,ACTIVE,A.R. KESLAR 3,3,4044,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,RAYNE,40.749534,-79.051776,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41007
063-30326,2012-0,Y,ACTIVE,H. MCINTIRE & M. JOHNSTON 5,5,2884,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BLACK LICK,40.53894,-79.256217,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41008
063-30331,2012-0,Y,ACTIVE,STEPHEN J. PRIBESH FM STELLA PRIBESH 2,2,7489,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.542171,-79.246895,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41009
063-30360,2012-0,Y,ACTIVE,STEPHEN J. PRIBESH FM STELLA PRIBESH 4,4,5145,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.544367,-79.248569,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41010
063-30361,2012-0,Y,ACTIVE,"RICHARD J. PATTERSON,PAT HAGGERTY 2",2,2197,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WASHINGTON,40.709184,-79.234673,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41011
063-30397,2012-0,Y,ACTIVE,STEPHEN J. PRIBEST FN STELLA PRIBESH 5,5,4090,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.541597,-79.242613,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41012
063-30495,2012-0,Y,ACTIVE,P & N COAL CO. FM HARRY A. SHIELDS 2,2,6639,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,MARION CENTER,40.764673,-79.049702,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41013
063-30498,2012-0,Y,ACTIVE,GEORGE-WATSON 1,1,1993,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,ARMSTRONG,40.588537,-79.265906,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41014
063-30506,2012-0,Y,ACTIVE,"ALLEN HOSTETLER, FM NINA M. LEWIS 3",3,5005,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.826896,-79.099056,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41015
063-30508,2012-0,Y,ACTIVE,FRED A. MUSSER JR FM SAMUEL FURMAN 3,3,2549,364,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.762448,-79.019676,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41016
063-30514,2012-0,Y,ACTIVE,"MILO WEAVER,ETUX, FMLY D.R. ROUSH 3",3,2088,357,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.888269,-79.112724,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41017
063-30515,2012-0,Y,ACTIVE,"MILO WEAVER, ETUX, FMLY D.R. ROUSH 4",4,3806,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.891288,-79.113358,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41018
063-30518,2012-0,Y,ACTIVE,"FRED A. MUSSER, JR FM SAMUEL FURMAN 5",5,1540,229,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.759635,-79.019043,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41019
063-30523,2012-0,Y,ACTIVE,"PAUL MARCOLINE, ETUX 2",2,4591,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WASHINGTON,40.741506,-79.223156,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41020
063-30535,2012-0,Y,ACTIVE,"FRED A MUSSER JR, ET AL 4",4,3291,364,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.761419,-79.016156,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41021
063-30555,2012-0,Y,ACTIVE,CLAYTON E. ELKIN ET AL 4,4,4227,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.861757,-79.089141,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41022
063-30556,2012-0,Y,ACTIVE,W. WALTER HANCOCK JR. FM UNCAPHER 3,3,2505,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,ARMSTRONG,40.604266,-79.253882,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41023
063-30557,2012-0,Y,ACTIVE,CLAYTON E. ELKIN ET AL 5,5,6159,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.859094,-79.09037,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41024
063-30560,2012-0,Y,ACTIVE,RAYMES SINAN FM WILSON LIGHTCAP 5,5,6953,361,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,RAYNE,40.72915,-79.118787,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41025
063-30567,2012-0,Y,ACTIVE,DOUGLAS E. BIEDA FM WILLIAM MCGINLEY 10,10,1187,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.505693,-79.330534,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41026
063-30570,2012-0,Y,ACTIVE,DAN J. SCHLABACH FM A.C. DOBSON 4,4,4903,362,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.880171,-79.157824,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41027
063-30571,2012-0,Y,ACTIVE,RICHARD N. LOMMOCK FM A.H. WILHELM 2,2,3051,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,RAYNE,40.723391,-79.127712,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41028
063-30574,2012-0,Y,ACTIVE,MAX M LLOYD 3,3,4069,358,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.902572,-79.089399,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41029
063-30576,2012-0,Y,ACTIVE,DOUGLAS E. BIEDA FM WILLIM MCGINLEY 7,7,2127,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.504053,-79.333976,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41030
063-30578,2012-0,Y,ACTIVE,CLAYTON E ELKIN ET AL 6,6,4407,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.864584,-79.089575,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41031
063-30590,2012-0,Y,ACTIVE,WILLIAM S. WETZEL 2,2,9225,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.761832,-79.048258,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41032
063-30593,2012-0,Y,ACTIVE,DAVID COCHRAN 3,3,2728,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.888679,-79.076119,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41033
063-30601,2012-0,Y,ACTIVE,DOUGLAS E. BIEDA FM W.B. MCGINLEY 12,12,2514,365,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.502949,-79.328626,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41034
063-30606,2012-0,Y,ACTIVE,"PAUL WASS, ETUX FM MAY WILLIAMSON 2",2,6213,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.850311,-79.135217,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41035
063-30607,2012-0,Y,ACTIVE,MAX M. LLOYD 4,4,1504,358,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.905564,-79.092476,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41036
063-30609,2012-0,Y,ACTIVE,BERTHA M. THOMPSON 3,3,6194,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.7619,-79.052319,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41037
063-30610,2012-0,Y,ACTIVE,BERTHA M. THOMPSON 6,6,5660,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.758771,-79.056777,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41038
063-30611,2012-0,Y,ACTIVE,BERTHA M. THOMPSON 4,4,6755,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.759156,-79.053131,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41039
063-30612,2012-0,Y,ACTIVE,BERTHA M. THOMPSON 5,5,4783,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.761914,-79.055929,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41040
063-30627,2012-0,Y,ACTIVE,WILLIAM S. WETZEL 3,3,6529,359,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.75847,-79.04602,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41041
063-30630,2012-0,Y,ACTIVE,DAVID COCHRAN 4,4,2161,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.886002,-79.07874,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41042
063-30631,2012-0,Y,ACTIVE,DAVID COCHRAN 5,5,1384,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.890052,-79.073226,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41043
063-30636,2012-0,Y,ACTIVE,DAUGHERTY-WILIAMSON 1,1,2850,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.846812,-79.128982,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41044
063-30681,2012-0,Y,ACTIVE,ROCHESTER & PITTSBURGH COAL CO 15,15,5818,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.563038,-79.265505,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41045
063-30682,2012-0,Y,ACTIVE,ROCHESTER & PITTSBURGH COAL CO. 16,16,2838,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.565041,-79.269176,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41046
063-30691,2012-0,Y,ACTIVE,PHYLLIS M. HOOVER RUSSERT FM GAHAGEN 3,3,5662,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.855114,-79.098702,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41047
063-30694,2012-0,Y,ACTIVE,LAIRD AND TIGER 1-52-A,1-52AC,4185,358,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.892803,-79.087409,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41048
063-30695,2012-0,Y,ACTIVE,"ANNA MARY HAMILTON, AGENT 2",2,2933,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,SOUTH MAHONING,40.802903,-79.118393,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41049
063-30697,2012-0,Y,ACTIVE,PAUL E. MARCOLINE FM S.T. HOOVER 9,9,3000,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.859232,-79.128621,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41050
063-30698,2012-0,Y,ACTIVE,PAUL E. MARCOLINE FM S.T. HOOVER 7,7,5360,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.85683,-79.134857,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41051
063-30699,2012-0,Y,ACTIVE,PAUL E. MARCOLINE FM S.T. HOOVER 6,6,5626,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.854017,-79.135128,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41052
063-30700,2012-0,Y,ACTIVE,PAUL E. MARCOLINE FM S.T. HOOVER 8,8,2485,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.859094,-79.132508,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41053
063-30701,2012-0,Y,ACTIVE,PAUL E. MARCOLINE FM S.T. HOOVER 5,5,3697,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.855115,-79.131603,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41054
063-30702,2012-0,Y,ACTIVE,PAUL E. MARCOLINE FM S.T. HOOVER 4,4,7192,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.852233,-79.132417,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41055
063-30703,2012-0,Y,ACTIVE,C.M.SMITH ETUX 4,4,4244,363,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.883633,-79.098437,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41056
063-30704,2012-0,Y,ACTIVE,EARL L.GLASSER 2,2,2307,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,RAYNE,40.746193,-79.038348,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41057
063-30705,2012-0,Y,ACTIVE,EARL I. GLASSER 3,3,1836,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,RAYNE,40.745097,-79.034738,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41058
063-30708,2012-0,Y,ACTIVE,RICHARD L. BROWN 2,2,7535,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.761703,-79.035902,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41059
063-30713,2012-0,Y,ACTIVE,GLASSER-GLASSER 1,1,4906,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,RAYNE,40.739167,-79.038524,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41060
063-30723,2012-0,Y,ACTIVE,GEORGE A. MARTIN FM CEASE & KERR 2,2,2922,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.867137,-79.086502,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41061
063-30725,2012-0,Y,ACTIVE,C. RAYMOND GLASSER ETUX 2,2,1329,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,RAYNE,40.739196,-79.034735,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41062
063-30726,2012-0,Y,ACTIVE,FRED A. MUSSER JR FM SAMUEL FURMAN 2,2,1117,362,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.765879,-79.022023,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41063
063-30729,2012-0,Y,ACTIVE,LEVI E. MILLER ETUX 2,2,1495,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.867327,-79.185855,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41064
063-30730,2012-0,Y,ACTIVE,JULIA W. WATSON HRS. FM WESTMORELAN 9,9,3556,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.478883,-79.42105,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41065
063-30731,2012-0,Y,ACTIVE,DAVID E. MILLER FM W.J. KERR 4,4,2457,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,MONTGOMERY,40.8791,-79.120675,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41066
063-30732,2012-0,Y,ACTIVE,DAVID E. MILLER FM W.J. KERR 5,5,6316,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,WEST MAHONING,40.873965,-79.120311,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41067
063-30736,2012-0,Y,ACTIVE,PC EXPLORATION INC (95.2A) 1,1,2687,362,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.81822,-79.032247,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41068
065-00431,2012-0,Y,ACTIVE,SR WHITESELL 14A 1,1,814,366,,,,,N,XTO ENERGY INC,OGO-38958,JEFFERSON,PERRY,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41069
063-30743,2012-0,Y,ACTIVE,SIDNEY A. SPENCER ETUX ETAL 3,3,481,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,EAST MAHONING,40.774658,-79.036161,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41070
063-30746,2012-0,Y,ACTIVE,WESTMORELAND MINING CO. 8,8,3166,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CONEMAUGH,40.481491,-79.421985,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41071
063-30747,2012-0,Y,ACTIVE,NORTH AMERICAN COAL ROYALTY CO. 2,2,1610,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BRUSH VALLEY,40.491229,-79.11974,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41072
063-30748,2012-0,Y,ACTIVE,NORTH AMERICAN COAL ROYALTY CO. 1,1,2963,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BRUSH VALLEY,40.494001,-79.118771,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41073
063-30750,2012-0,Y,ACTIVE,JOSEPH DEFELICE 1,1,3104,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,NORTH MAHONING,40.859366,-79.027025,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41074
063-30751,2012-0,Y,ACTIVE,GRACE L. JONES ET VIR ETAL 1,1,2888,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BRUSH VALLEY,40.481352,-79.118163,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41075
063-30753,2012-0,Y,ACTIVE,AMERICAN TRUSTEE & TRANSFER CORP 1,1,1005,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,CENTER,40.490521,-79.131657,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41076
063-30754,2012-0,Y,ACTIVE,JOHN D. MILLER ETUX 2,2,3428,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,SOUTH MAHONING,40.836587,-79.182015,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41077
063-30765,2012-0,Y,ACTIVE,ELMER R. LANEY ETUX 2,2,1359,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,SOUTH MAHONING,40.808092,-79.115542,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41078
063-30766,2012-0,Y,ACTIVE,ELMER R. LANEY ETUX 4,4,1952,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,SOUTH MAHONING,40.810562,-79.117386,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41079
063-30770,2012-0,Y,ACTIVE,STEVE BUCHAN ETUX 2,2,1144,366,,,,,N,XTO ENERGY INC,OGO-38958,INDIANA,BRUSH VALLEY,40.490548,-79.127757,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,41080
