unit,product,indic_nrg,geo,_2011,_2011_flag,_2010,_2010_flag,_2009,_2009_flag,_2008,_2008_flag,_2007,_2007_flag,_2006,_2006_flag,_2005,_2005_flag,_2004,_2004_flag,_2003,_2003_flag,_2002,_2002_flag,_2001,_2001_flag,_2000,_2000_flag,_1999,_1999_flag,_1998,_1998_flag,_1997,_1997_flag,_1996,_1996_flag,_1995,_1995_flag,_1994,_1994_flag,_1993,_1993_flag,_1992,_1992_flag,_1991,_1991_flag,_1990,_1990_flag,serialid
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Croatia,6,,5,,5,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5765
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Hungary,6,,5,,4,,4,,2,,2,,2,,2,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5766
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Ireland,8,,6,,4,,3,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5767
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5768
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Italy,104,,99,,66,,52,,41,,27,,21,,14,,13,,11,,9,,8,,10,,10,,7,,7,,7,,7,,7,,6,,5,,5,,5769
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5770
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Luxembourg,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5771
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5772
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5773
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Malta,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5774
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Netherlands,21,,21,,20,,18,,17,,16,,16,,15,,13,,12,,10,,9,,7,,6,,5,,4,,3,,2,,2,,1,,1,,1,,5775
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,New Member States (10 countries),88,,84,,71,,55,,51,,41,,39,,3,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5776
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5777
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Poland,7,,6,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5778
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Portugal,41,,35,,23,,18,,15,,14,,14,,13,,12,,12,,11,,11,,11,,5,,6,,6,,5,,5,,5,,4,,4,,4,,5779
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5780
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Sweden,11,,10,,10,,9,,9,,6,,6,,5,,4,,4,,3,,5,,4,,4,,4,,4,,5,,4,,4,,4,,4,,3,,5781
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Slovenia,9,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5782
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Slovakia,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5783
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,Turkey,441,,302,,300,,294,,294,,281,,264,,254,,231,,199,,169,,165,,160,,141,,121,,113,,105,,100,,68,,43,,28,,20,,5784
Thousand tonnes of oil equivalent (TOE),Solar energy,Residential,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5785
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Austria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5786
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Belgium,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5787
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Bulgaria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5788
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Switzerland,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5789
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5790
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5791
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5792
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Denmark,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5793
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5794
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Euro area (12 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5795
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Euro area (13 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5796
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Euro area (15 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5797
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Euro area (16 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5798
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Euro area (17 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5799
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5800
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,"European Economic Area (EU-15 plus IS, LI, NO)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5802
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Greece,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5803
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Spain,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5804
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,European Union (15 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5805
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,European Union (25 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5806
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,European Union (27 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5807
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5808
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,France,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5809
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Croatia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5810
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Hungary,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5811
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Ireland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5812
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5813
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Italy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5814
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5815
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Luxembourg,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5816
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5817
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5818
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Malta,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5819
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5820
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5821
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5822
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5823
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5824
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5825
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5826
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5827
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5828
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,Turkey,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5829
Thousand tonnes of oil equivalent (TOE),Solar energy,Fishing,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5830
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Austria,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5831
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Belgium,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5832
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Bulgaria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5833
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Switzerland,,,10,,10,,5,,5,,6,,6,,6,,7,,7,,7,,7,,8,,8,,8,,8,,8,,7,,7,,6,,6,,5,,5834
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5835
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5836
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5837
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Denmark,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5838
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5839
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Euro area (12 countries),4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5840
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Euro area (13 countries),4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5841
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Euro area (15 countries),4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5842
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Euro area (16 countries),4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5843
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Euro area (17 countries),4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5844
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5845
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,"European Economic Area (EU-15 plus IS, LI, NO)",4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5846
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Greece,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5847
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Spain,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5848
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,European Union (15 countries),4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5849
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,European Union (25 countries),4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5850
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,European Union (27 countries),4,,4,,4,,3,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,5851
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5852
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,France,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5853
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Croatia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5854
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Hungary,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5855
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Ireland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5856
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5857
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Italy,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5858
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5859
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Luxembourg,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5860
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5861
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5862
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Malta,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5863
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5864
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5865
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5866
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5867
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5868
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5869
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5870
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5871
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5872
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,Turkey,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5873
Thousand tonnes of oil equivalent (TOE),Solar energy,Agriculture/Forestry,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5874
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Austria,66,,56,,56,,40,,39,,37,,36,,34,,33,,27,,27,,26,,25,,23,,20,,18,,15,,12,,11,,10,,8,,6,,5875
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Belgium,1,,1,,2,,1,,1,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5876
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Bulgaria,6,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5877
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Switzerland,,,6,,5,,4,,4,,4,,3,,3,,3,,3,,3,,3,,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,5878
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Cyprus,9,,9,,9,,8,,8,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5879
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Czech Republic,2,,2,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5880
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Germany (until 1990 former territory of the FRG),16,,14,,13,,0,,12,,11,,11,,11,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5881
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Denmark,2,,2,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,0,,0,,0,,5882
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",205,,181,,159,,114,,105,,92,,83,,76,,71,,51,,48,,44,,54,,51,,45,,44,,41,,37,,21,,20,,18,,15,,5883
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Euro area (12 countries),195,,171,,150,,106,,105,,92,,83,,76,,71,,51,,48,,45,,55,,52,,46,,44,,41,,38,,22,,21,,18,,15,,5884
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Euro area (13 countries),195,,171,,150,,106,,105,,92,,83,,76,,71,,51,,48,,45,,55,,52,,46,,44,,41,,38,,22,,21,,18,,15,,5885
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Euro area (15 countries),205,,180,,159,,114,,112,,99,,89,,76,,71,,51,,48,,45,,55,,52,,46,,44,,41,,38,,22,,21,,18,,15,,5886
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Euro area (16 countries),205,,181,,159,,114,,112,,99,,89,,76,,71,,51,,48,,45,,55,,52,,46,,44,,41,,38,,22,,21,,18,,15,,5887
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Euro area (17 countries),205,,181,,159,,114,,112,,99,,89,,76,,71,,51,,48,,45,,55,,52,,46,,44,,41,,38,,22,,21,,18,,15,,5888
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5889
Thousand tonnes of oil equivalent (TOE),Solar energy,Services,"European Economic Area (EU-15 plus IS, LI, NO)",197,,173,,152,,107,,106,,94,,84,,77,,72,,53,,49,,46,,56,,53,,47,,45,,42,,39,,23,,21,,19,,16,,5890
