unit,product,indic_nrg,geo,_2011,_2011_flag,_2010,_2010_flag,_2009,_2009_flag,_2008,_2008_flag,_2007,_2007_flag,_2006,_2006_flag,_2005,_2005_flag,_2004,_2004_flag,_2003,_2003_flag,_2002,_2002_flag,_2001,_2001_flag,_2000,_2000_flag,_1999,_1999_flag,_1998,_1998_flag,_1997,_1997_flag,_1996,_1996_flag,_1995,_1995_flag,_1994,_1994_flag,_1993,_1993_flag,_1992,_1992_flag,_1991,_1991_flag,_1990,_1990_flag,serialid
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4955
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4956
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4957
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Denmark,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4958
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4959
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Euro area (12 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4960
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Euro area (13 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4961
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Euro area (15 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4962
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Euro area (16 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4963
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Euro area (17 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4964
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4965
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,"European Economic Area (EU-15 plus IS, LI, NO)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4966
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Greece,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4967
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Spain,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4968
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,European Union (15 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4969
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,European Union (25 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4970
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,European Union (27 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4971
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4972
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4974
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Italy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4975
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4976
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Luxembourg,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4977
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4978
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4979
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Malta,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4980
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4981
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4982
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4983
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4984
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4985
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4986
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4987
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4988
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4989
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,Turkey,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4990
Thousand tonnes of oil equivalent (TOE),Solar energy,Distribution Losses,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4991
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Austria,164,,160,,152,,115,,106,,99,,91,,85,,79,,69,,67,,62,,58,,54,,48,,42,,36,,29,,25,,23,,19,,15,,4992
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Belgium,14,,12,,11,,6,,5,,3,,3,,3,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,4993
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Bulgaria,14,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4994
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Switzerland,,,44,,39,,30,,27,,26,,24,,24,,23,,22,,21,,21,,20,,19,,17,,16,,15,,13,,12,,10,,9,,8,,4995
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Cyprus,63,,61,,58,,56,,54,,43,,41,,40,,36,,35,,34,,35,,35,,34,,33,,32,,31,,0,,0,,0,,0,,0,,4996
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Czech Republic,11,,9,,6,,5,,4,,3,,2,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4997
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Germany (until 1990 former territory of the FRG),555,,447,,407,,355,,315,,281,,243,,214,,188,,168,,140,,110,,89,,74,,60,,47,,38,,30,,24,,19,,14,,11,,4998
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Denmark,14,,12,,12,,11,,10,,9,,9,,8,,8,,8,,8,,7,,7,,7,,6,,6,,5,,4,,4,,3,,3,,2,,4999
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",1505,,1344,,1175,,996,,813,,673,,590,,538,,483,,443,,404,,261,,231,,207,,181,,163,,146,,130,,94,,85,,75,,65,,5000
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Euro area (12 countries),1429,,1268,,1109,,940,,813,,673,,590,,538,,483,,443,,404,,360,,327,,300,,270,,249,,228,,209,,169,,155,,138,,121,,5001
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Euro area (13 countries),1438,,1276,,1117,,940,,813,,673,,590,,538,,483,,443,,404,,360,,327,,300,,270,,249,,228,,209,,169,,155,,138,,121,,5002
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Euro area (15 countries),1500,,1339,,1175,,996,,867,,716,,631,,578,,519,,478,,439,,396,,362,,334,,303,,281,,259,,209,,169,,155,,138,,121,,5003
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Euro area (16 countries),1505,,1344,,1175,,996,,867,,716,,631,,578,,519,,478,,439,,396,,362,,334,,303,,281,,259,,209,,169,,155,,138,,121,,5004
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Euro area (17 countries),1505,,1344,,1175,,996,,867,,716,,631,,578,,519,,478,,439,,396,,362,,334,,303,,281,,259,,209,,169,,155,,138,,121,,5005
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5006
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,"European Economic Area (EU-15 plus IS, LI, NO)",1563,,1377,,1200,,1016,,877,,724,,634,,576,,515,,471,,429,,384,,349,,321,,291,,269,,248,,228,,187,,172,,154,,137,,5007
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Greece,183,,183,,182,,173,,160,,109,,101,,108,,99,,99,,100,,99,,97,,93,,89,,86,,82,,79,,75,,70,,63,,56,,5008
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Spain,205,,183,,155,,125,,93,,73,,61,,53,,45,,40,,36,,31,,28,,25,,23,,25,,25,,24,,0,,0,,0,,0,,5009
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,European Union (15 countries),1563,,1377,,1200,,1016,,877,,724,,634,,576,,515,,471,,429,,384,,349,,321,,291,,269,,248,,228,,187,,172,,154,,137,,5010
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,European Union (25 countries),1667,,1475,,1283,,1082,,937,,772,,679,,619,,555,,508,,465,,420,,384,,355,,324,,301,,279,,228,,187,,172,,154,,137,,5011
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,European Union (27 countries),1680,,1486,,1283,,1082,,937,,772,,679,,619,,555,,508,,465,,420,,384,,355,,324,,301,,279,,228,,187,,172,,154,,137,,5012
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Finland,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5013
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,France,64,,57,,50,,44,,35,,27,,21,,18,,17,,16,,16,,17,,17,,18,,18,,19,,20,,20,,20,,20,,20,,19,,5014
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Croatia,6,,5,,5,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5015
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Hungary,6,,5,,4,,4,,2,,2,,2,,2,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5016
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Ireland,8,,7,,4,,3,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5017
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5018
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Italy,140,,134,,85,,67,,52,,35,,27,,18,,16,,14,,12,,11,,10,,10,,7,,7,,7,,7,,7,,6,,5,,5,,5019
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5020
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Luxembourg,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5021
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5022
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5023
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Malta,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Netherlands,25,,24,,22,,20,,20,,19,,18,,17,,16,,14,,12,,11,,9,,8,,7,,5,,5,,4,,3,,3,,2,,2,,5025
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,New Member States (10 countries),104,,98,,83,,66,,60,,49,,46,,44,,40,,37,,36,,35,,35,,34,,33,,32,,31,,0,,0,,0,,0,,0,,5026
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5027
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Poland,10,,8,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5028
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Portugal,68,,58,,38,,30,,26,,24,,22,,21,,20,,20,,19,,18,,18,,17,,16,,16,,15,,14,,14,,13,,13,,11,,5029
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5030
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Sweden,11,,10,,10,,9,,9,,6,,6,,5,,5,,4,,4,,5,,5,,5,,4,,4,,5,,4,,4,,4,,4,,3,,5031
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Slovenia,9,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5032
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Slovakia,5,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5033
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Bulgaria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5034
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,Turkey,441,,302,,300,,420,,420,,402,,385,,375,,350,,318,,287,,262,,236,,210,,179,,159,,143,,129,,88,,60,,41,,28,,5035
Thousand tonnes of oil equivalent (TOE),Solar energy,Energy Available for Final Consumption,United Kingdom,109,,87,,69,,56,,45,,36,,29,,25,,20,,16,,13,,11,,10,,9,,10,,10,,10,,10,,10,,10,,10,,10,,5036
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Austria,164,,160,,152,,115,,106,,99,,91,,85,,79,,69,,67,,62,,58,,54,,48,,42,,36,,29,,25,,23,,19,,15,,5037
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Belgium,14,,12,,11,,6,,5,,3,,3,,3,,2,,2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,5038
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Bulgaria,14,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5039
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Switzerland,,,44,,39,,30,,27,,26,,24,,24,,23,,22,,21,,21,,20,,19,,17,,16,,15,,13,,12,,10,,9,,8,,5040
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Cyprus,63,,61,,58,,56,,54,,43,,41,,40,,36,,35,,34,,35,,35,,34,,33,,32,,31,,0,,0,,0,,0,,0,,5041
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Czech Republic,11,,9,,6,,5,,4,,3,,2,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5042
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Germany (until 1990 former territory of the FRG),555,,447,,407,,355,,315,,281,,243,,214,,188,,168,,140,,110,,89,,74,,60,,47,,38,,30,,24,,19,,14,,11,,5043
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Denmark,14,,12,,12,,11,,10,,9,,9,,8,,8,,8,,8,,7,,7,,7,,6,,6,,5,,4,,4,,3,,3,,2,,5044
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",1505,,1344,,1175,,996,,813,,673,,590,,538,,483,,443,,404,,261,,231,,207,,181,,163,,146,,130,,94,,85,,75,,65,,5045
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Euro area (12 countries),1429,,1268,,1109,,940,,813,,673,,590,,538,,483,,443,,404,,360,,327,,300,,270,,249,,228,,209,,169,,155,,138,,121,,5046
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Euro area (13 countries),1438,,1276,,1117,,940,,813,,673,,590,,538,,483,,443,,404,,360,,327,,300,,270,,249,,228,,209,,169,,155,,138,,121,,5047
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Euro area (15 countries),1500,,1339,,1175,,996,,867,,716,,631,,578,,519,,478,,439,,396,,362,,334,,303,,281,,259,,209,,169,,155,,138,,121,,5048
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Euro area (16 countries),1505,,1344,,1175,,996,,867,,716,,631,,578,,519,,478,,439,,396,,362,,334,,303,,281,,259,,209,,169,,155,,138,,121,,5049
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Euro area (17 countries),1505,,1344,,1175,,996,,867,,716,,631,,578,,519,,478,,439,,396,,362,,334,,303,,281,,259,,209,,169,,155,,138,,121,,5050
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5051
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,"European Economic Area (EU-15 plus IS, LI, NO)",1563,,1377,,1200,,1016,,877,,724,,634,,576,,515,,471,,429,,384,,349,,321,,291,,269,,248,,228,,187,,172,,154,,137,,5052
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Greece,183,,183,,182,,173,,160,,109,,101,,108,,99,,99,,100,,99,,97,,93,,89,,86,,82,,79,,75,,70,,63,,56,,5053
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Spain,205,,183,,155,,125,,93,,73,,61,,53,,45,,40,,36,,31,,28,,25,,23,,25,,25,,24,,0,,0,,0,,0,,5054
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,European Union (15 countries),1563,,1377,,1200,,1016,,877,,724,,634,,576,,515,,471,,429,,384,,349,,321,,291,,269,,248,,228,,187,,172,,154,,137,,5055
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,European Union (25 countries),1666,,1475,,1283,,1082,,937,,772,,679,,619,,555,,508,,465,,420,,384,,355,,324,,301,,279,,228,,187,,172,,154,,137,,5056
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,European Union (27 countries),1680,,1486,,1283,,1082,,937,,772,,679,,619,,555,,508,,465,,420,,384,,355,,324,,301,,279,,228,,187,,172,,154,,137,,5057
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Finland,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5058
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,France,64,,57,,50,,44,,35,,27,,21,,18,,17,,16,,16,,17,,17,,18,,18,,19,,20,,20,,20,,20,,20,,19,,5059
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Croatia,6,,5,,5,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5060
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Hungary,6,,5,,4,,4,,2,,2,,2,,2,,2,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5061
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Ireland,8,,7,,4,,3,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5062
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5063
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Italy,140,,134,,85,,67,,52,,35,,27,,18,,16,,14,,12,,11,,10,,10,,7,,7,,7,,7,,7,,6,,5,,5,,5064
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5065
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Luxembourg,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5066
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5067
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5068
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Malta,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Netherlands,25,,24,,22,,20,,20,,19,,18,,17,,16,,14,,12,,11,,9,,8,,7,,5,,5,,4,,3,,3,,2,,2,,5070
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,New Member States (10 countries),104,,98,,83,,66,,60,,49,,46,,44,,40,,37,,36,,35,,35,,34,,33,,32,,31,,0,,0,,0,,0,,0,,5071
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5072
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Poland,10,,8,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5073
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Portugal,68,,58,,38,,30,,26,,24,,22,,21,,20,,20,,19,,18,,18,,17,,16,,16,,15,,14,,14,,13,,13,,11,,5074
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5075
