well_permit_number,period_id,production_indicator,well_status,farm_name,well_number,gas_quantity,gas_production_days,condensate_quanitity,condensate_production_days,oil_quantity,oil_production_days,averaged,operator_name,ogo_number,well_county,well_municipality,well_latitude,well_longitude,unconventional,well_configuration_code,home_use,reporting_period,comment_reason,comment_text,serialid
015-21728,2011-2,N,ACTIVE,ROEHRIG SMITH GAS UNIT 1H,1H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.781856,-76.268428,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107835
015-21729,2011-2,N,ACTIVE,ROEHRIG SMITH GAS UNIT 4H,4H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.781828,-76.268644,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107836
015-21730,2011-2,N,ACTIVE,ROEHRIG SMITH GAS UNIT 5H,5H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.781836,-76.268572,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107837
015-21731,2011-2,N,ACTIVE,ROEHRIG SMITH GAS UNIT 6H,6H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.781847,-76.2685,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107838
015-21898,2011-2,N,ACTIVE,CLARK KLECKNER 4H,4H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,ORWELL,41.824047,-76.296386,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107839
015-21899,2011-2,N,ACTIVE,CLARK KLECKNER 5H,5H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,ORWELL,41.824025,-76.296453,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107840
015-21900,2011-2,N,ACTIVE,CLARK KLECKNER 6H,6H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,ORWELL,41.823953,-76.296489,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107841
015-21960,2011-2,N,ACTIVE,CAMPBELL ERCOLE DEMENTO 3H,3H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,STEVENS,41.78755,-76.178908,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107842
015-21961,2011-2,N,ACTIVE,CAMPBELL ERCOLE DEMENTO 4H,4H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,STEVENS,41.787583,-76.17885,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107843
015-21962,2011-2,N,ACTIVE,CAMPBELL ERCOLE DEMENTO 5H,5H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,STEVENS,41.787456,-76.1789,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107844
015-21963,2011-2,N,ACTIVE,CAMPBELL ERCOLE DEMENTO 6H,6H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,STEVENS,41.787489,-76.179028,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107845
015-21964,2011-2,N,ACTIVE,CAMPBELL ERCOLE DEMENTO 7H,7H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,STEVENS,41.787519,-76.178969,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107846
015-21999,2011-2,N,ACTIVE,HOWLAND LENT 4H,4H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.819706,-76.248742,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107847
015-22000,2011-2,N,ACTIVE,HOWLAND LENT 5H,5H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.819731,-76.248675,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107848
015-22001,2011-2,N,ACTIVE,HOWLAND LENT 6H,6H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.819803,-76.248639,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107849
015-22002,2011-2,N,ACTIVE,HOWLAND LENT 7H,7H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.819825,-76.248572,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107850
015-22024,2011-2,N,ACTIVE,BEHREND ROSS 4H,4H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.803517,-76.263358,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Well spud, drilling not completed",,107851
015-22067,2011-2,N,ACTIVE,VANORDER PATRICK 1H,1H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.779061,-76.281231,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107852
015-22068,2011-2,N,ACTIVE,VANORDER PATRICK 2H,2H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.779111,-76.2812,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107853
015-22069,2011-2,N,ACTIVE,VANORDER PATRICK 3H,3H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.779183,-76.281233,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107854
015-22070,2011-2,N,ACTIVE,VANORDER PATRICK 4H,4H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,HERRICK,41.779233,-76.2812,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107855
015-22074,2011-2,N,ACTIVE,ASNIP ABODE 4H,4H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,ORWELL,41.823197,-76.280975,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107856
015-22075,2011-2,N,ACTIVE,ASNIP ABODE 5H,5H,,,,,,,N,SOUTHWESTERN ENERGY PROD CO,OGO-66610,BRADFORD,ORWELL,41.823242,-76.280928,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107857
019-21448,2011-2,Y,ACTIVE,REEDY D 2,2,62463.7,42,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.831866,-80.038332,Y,VERTI,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107942
019-21464,2011-2,Y,ACTIVE,BAME J 1,1,8302.63,118,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.804636,-80.076044,Y,VERTI,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107943
019-21569,2011-2,Y,ACTIVE,KNAUFF P 1,1,210939.02,184,26,184,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.804847,-80.049338,Y,VERTI,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107944
019-21657,2011-2,Y,ACTIVE,R DOUBLE UNIT 1H,1H,231976.2,174,3,174,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.796833,-80.0815,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107945
019-21658,2011-2,Y,ACTIVE,R DOUBLE UNIT 2H,2H,175329,178,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.796861,-80.081556,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107946
019-21659,2011-2,Y,ACTIVE,R KNAUF UNIT 1H,1H,107045,159,55,159,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.803222,-80.062194,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107947
019-21660,2011-2,Y,ACTIVE,R KNAUF UNIT 2H,2H,120152.81,150,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.803222,-80.062139,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107948
019-21661,2011-2,Y,ACTIVE,MAGILL UNIT 1H,1H,201806,175,39,175,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.815944,-80.045972,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107949
019-21662,2011-2,Y,ACTIVE,MAGILL UNIT 2H,2H,191919,128,36,128,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.815917,-80.045944,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107950
019-21663,2011-2,Y,ACTIVE,SHANNON UNIT 1H,1H,197601,125,364,125,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.826333,-80.049333,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107951
019-21664,2011-2,Y,ACTIVE,SHANNON UNIT 2H,2H,104601,103,95,103,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.826306,-80.049333,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107952
019-21674,2011-2,Y,ACTIVE,VOLL UNIT 1H,1H,51152.05,65,66,65,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.838639,-80.054944,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107953
019-21675,2011-2,Y,ACTIVE,VOLL UNIT 2H,2H,62463.7,42,76,42,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.838669,-80.054953,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107954
019-21706,2011-2,N,ACTIVE,CHEESEMAN UNIT 1,1,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,MUDDYCREEK,40.929144,-80.152422,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"This is an unconventional, non-marcellus well. (Utica)",107955
019-21708,2011-2,Y,ACTIVE,GROSICK UNIT 1H,1H,40813,26,2,26,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.841592,-80.069092,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107956
019-21709,2011-2,N,ACTIVE,GROSICK UNIT 2H,2H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.841603,-80.069039,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilling is complete, not yet producing",107957
019-21710,2011-2,N,ACTIVE,GROSICK UNIT 3H,3H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.841611,-80.068986,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Drilling finished, well not yet completed",,107958
019-21711,2011-2,Y,ACTIVE,GROSICK UNIT 4H,4H,52035.35,30,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.841619,-80.068933,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107959
019-21712,2011-2,N,ACTIVE,GROSICK UNIT 5H,5H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.841631,-80.068881,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Drilling finished, well not yet completed",,107960
019-21713,2011-2,N,ACTIVE,GROSICK UNIT 6H,6H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.841639,-80.068828,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Drilling finished, well not yet completed",,107961
019-21714,2011-2,Y,ACTIVE,GROSICK UNIT 7H,7H,58461.34,31,2,31,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.84165,-80.068775,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107962
019-21716,2011-2,Y,ACTIVE,DRUSHEL UNIT 5H,5H,227271.45,164,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.79355,-80.064256,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107963
019-21717,2011-2,Y,ACTIVE,DRUSHEL UNIT 3H,3H,444120.2,184,245,184,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.793597,-80.064344,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107964
019-21718,2011-2,Y,ACTIVE,DRUSHEL UNIT 4H,4H,321395.1,184,63,184,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.793575,-80.0643,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107965
019-21719,2011-2,N,ACTIVE,DRUSHEL UNIT 1H,1H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.793644,-80.064433,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,Not yet producing.,107966
019-21720,2011-2,Y,ACTIVE,DRUSHEL UNIT 2H,2H,210338.3,177,154,177,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.793622,-80.064389,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107967
019-21729,2011-2,N,ACTIVE,GILLILAND UNIT 1H,1H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.842656,-80.033997,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilled, not yet producing",107968
019-21730,2011-2,N,ACTIVE,GILLILAND UNIT 2H,2H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.842661,-80.033944,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilled, not yet producing.",107969
019-21731,2011-2,N,ACTIVE,GILLILAND UNIT 3H,3H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.842667,-80.033889,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilled, not yet producing.",107970
019-21732,2011-2,N,ACTIVE,GILLILAND UNIT 4H,4H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.842675,-80.033836,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilled, not yet producing.",107971
019-21733,2011-2,N,ACTIVE,GILLILAND UNIT 5H,5H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.842681,-80.033783,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Drilling finished, well not yet completed",,107972
019-21734,2011-2,N,ACTIVE,GILLILAND UNIT 6H,6H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.832597,-80.037581,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",Permit Expired,107973
019-21735,2011-2,N,ACTIVE,GILLILAND UNIT 7H,7H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.832581,-80.037631,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",Permit expired.,107974
019-21736,2011-2,N,ACTIVE,GILLILAND UNIT 8H,8H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.832561,-80.037678,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",Permit expired.,107975
019-21737,2011-2,N,ACTIVE,GILLILAND UNIT 9H,9H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.832542,-80.037725,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",Permit expired.,107976
019-21738,2011-2,N,ACTIVE,GILLILAND UNIT 10H,10H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.832525,-80.037775,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",Permit expired.,107977
019-21747,2011-2,N,ACTIVE,VOLL UNIT 3H,3H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.841753,-80.053492,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilling not yet complete (vertical only), well not producing.",107978
019-21748,2011-2,N,ACTIVE,VOLL UNIT 4H,4H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.84175,-80.053544,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilling not completed (vertical only), well not yet producing.",107979
019-21749,2011-2,N,ACTIVE,VOLL UNIT 5H,5H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.841747,-80.0536,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilling not completed (spud only), not yet producing.",107980
019-21750,2011-2,N,ACTIVE,VOLL UNIT 6H,6H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.841744,-80.053653,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilling not completed (spud only), not yet producing.",107981
019-21751,2011-2,N,ACTIVE,VOLL UNIT 7H,7H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.841744,-80.053708,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilling not completed (spud only), not  yet producing.",107982
019-21754,2011-2,Y,ACTIVE,TALARICO UNIT 11H,11H,229323.79,182,6,182,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.791794,-80.0804,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107983
019-21755,2011-2,N,ACTIVE,TALARICO UNIT 8H,8H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.784617,-80.082597,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107984
019-21757,2011-2,N,ACTIVE,TALARICO UNIT 2H,2H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.784533,-80.082292,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107985
019-21758,2011-2,N,ACTIVE,TALARICO UNIT 3H,3H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.784547,-80.082342,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107986
019-21759,2011-2,N,ACTIVE,TALARICO UNIT 4H,4H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.784561,-80.082394,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107987
019-21760,2011-2,N,ACTIVE,TALARICO UNIT 1H,1H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.784519,-80.082242,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107988
019-21761,2011-2,N,ACTIVE,TALARICO UNIT 6H,6H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.784589,-80.082497,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107989
019-21762,2011-2,N,ACTIVE,TALARICO UNIT 7H,7H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.784603,-80.082547,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107990
019-21763,2011-2,N,ACTIVE,TALARICO UNIT 5H,5H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.784575,-80.082444,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107991
019-21764,2011-2,Y,ACTIVE,TALARICO UNIT 10H,10H,253814.91,184,7,184,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.791756,-80.080419,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107992
019-21765,2011-2,Y,ACTIVE,TALARICO UNIT 9H,9H,349519.52,184,50,184,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,JACKSON,40.791717,-80.080436,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107993
019-21780,2011-2,Y,ACTIVE,MCELHINNY UNIT 4H,4H,48516.34,19,6,19,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.780258,-80.018153,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107994
019-21781,2011-2,Y,ACTIVE,MCELHINNY UNIT 1H,1H,56585.06,26,40,26,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.780356,-80.018056,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,107995
019-21782,2011-2,N,ACTIVE,MCELHINNY UNIT 2H,2H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.780325,-80.018086,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107996
019-21783,2011-2,N,ACTIVE,MCELHINY UNIT 3H,3H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.780292,-80.018119,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107997
019-21788,2011-2,N,ACTIVE,WACK UNIT 6H,6H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.852897,-80.146139,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107998
019-21789,2011-2,N,ACTIVE,WACK UNIT 7H,7H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.852892,-80.146192,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,107999
019-21790,2011-2,N,ACTIVE,WACK UNIT 8H,8H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.852889,-80.146247,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,108000
019-21791,2011-2,N,ACTIVE,WACK UNIT 9H,9H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.852886,-80.1463,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",,108001
019-21792,2011-2,N,ACTIVE,GILLILAND UNIT 11HB,11HB,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,CONNOQUENESSING,40.84265,-80.03405,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,"Drilling completed.  Waiting for pipe, not yet producing.  This is a Burkett well.",108002
019-21793,2011-2,N,ACTIVE,BEHM UNIT 5H,5H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.796994,-80.051486,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Never Spud Well, Permit Expired or Cancelled",,108003
019-21794,2011-2,N,ACTIVE,BEHM UNIT 4H,4H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.796997,-80.051456,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Never Spud Well, Permit Expired or Cancelled",,108004
019-21795,2011-2,N,ACTIVE,BEHM UNIT 6H,6H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.796992,-80.051431,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Never Spud Well, Permit Expired or Cancelled",,108005
019-21796,2011-2,N,ACTIVE,BEHM UNIT 7H,7H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.796989,-80.051378,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Never Spud Well, Permit Expired or Cancelled",,108006
019-21797,2011-2,N,ACTIVE,GRAHAM UNIT 7H,7H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.847994,-80.093536,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Never Spud Well, Permit Expired or Cancelled",,108007
019-21798,2011-2,N,ACTIVE,GRAHAM UNIT 5H,5H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.847922,-80.093583,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Never Spud Well, Permit Expired or Cancelled",,108008
019-21799,2011-2,N,ACTIVE,GRAHAM UNIT 6H,6H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.847958,-80.093558,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Never Spud Well, Permit Expired or Cancelled",,108009
019-21800,2011-2,N,ACTIVE,GRAHAM UNIT 4H,4H,,,,,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,LANCASTER,40.847883,-80.093608,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)","Permit valid, well not spud",Permit expired.,108010
019-21802,2011-2,Y,ACTIVE,BEHM UNIT 1H,1H,445673.27,131,6,131,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.797117,-80.034194,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,108011
019-21803,2011-2,Y,ACTIVE,BEHM UNIT 2H,2H,482595.02,144,13,144,,,N,REX ENERGY OPERATING CORP,OGO-38818,BUTLER,FORWARD,40.797156,-80.034211,Y,HORIZ,N,"Jul - Dec 2011 (Marcellus Only, 6 months)",,,108012
